v1,v2,v3
1,0.33234E+00,-0.32139E-01
10,0.39681E+00,-0.52332E-01
20,0.29445E+00,-0.49853E-01
30,0.21576E+00,-0.48139E-01
40,0.17313E+00,-0.49529E-01
50,0.14900E+00,-0.47147E-01
60,0.13311E+00,-0.45806E-01
70,0.11993E+00,-0.45568E-01
80,0.11222E+00,-0.44706E-01
90,0.10743E+00,-0.43621E-01
100,0.10342E+00,-0.42961E-01
110,0.99346E-01,-0.42994E-01
120,0.95602E-01,-0.43281E-01
130,0.92751E-01,-0.43742E-01
140,0.91208E-01,-0.43697E-01
150,0.90502E-01,-0.42089E-01
160,0.89863E-01,-0.40224E-01
170,0.88945E-01,-0.39236E-01
180,0.88323E-01,-0.39685E-01
190,0.88192E-01,-0.41662E-01
200,0.88184E-01,-0.44138E-01
210,0.87899E-01,-0.46208E-01
220,0.87349E-01,-0.47281E-01
230,0.86816E-01,-0.47823E-01
240,0.86550E-01,-0.48995E-01
250,0.86649E-01,-0.50855E-01
260,0.86925E-01,-0.53304E-01
270,0.87105E-01,-0.55748E-01
280,0.87174E-01,-0.57180E-01
290,0.87225E-01,-0.57563E-01
300,0.87302E-01,-0.57397E-01
310,0.87413E-01,-0.57184E-01
320,0.87533E-01,-0.57029E-01
330,0.87627E-01,-0.56615E-01
340,0.87709E-01,-0.56166E-01
350,0.87791E-01,-0.56158E-01
360,0.87868E-01,-0.56747E-01
370,0.87938E-01,-0.57689E-01
380,0.88000E-01,-0.58517E-01
390,0.88057E-01,-0.58905E-01
400,0.88092E-01,-0.58860E-01
410,0.88091E-01,-0.58653E-01
420,0.88045E-01,-0.58507E-01
430,0.87971E-01,-0.58411E-01
440,0.87894E-01,-0.58257E-01
450,0.87830E-01,-0.58034E-01
460,0.87771E-01,-0.57865E-01
470,0.87690E-01,-0.57853E-01
480,0.87566E-01,-0.57979E-01
490,0.87406E-01,-0.58121E-01
500,0.87238E-01,-0.58180E-01
510,0.87090E-01,-0.58175E-01
520,0.86977E-01,-0.58179E-01
530,0.86886E-01,-0.58228E-01
540,0.86797E-01,-0.58298E-01
550,0.86694E-01,-0.58353E-01
560,0.86574E-01,-0.58375E-01
570,0.86442E-01,-0.58370E-01
580,0.86310E-01,-0.58346E-01
590,0.86184E-01,-0.58310E-01
600,0.86066E-01,-0.58273E-01
610,0.85951E-01,-0.58247E-01
620,0.85835E-01,-0.58245E-01
630,0.85722E-01,-0.58267E-01
640,0.85611E-01,-0.58294E-01
650,0.85501E-01,-0.58310E-01
660,0.85394E-01,-0.58307E-01
670,0.85288E-01,-0.58295E-01
680,0.85181E-01,-0.58289E-01
690,0.85077E-01,-0.58295E-01
700,0.84972E-01,-0.58309E-01
710,0.84869E-01,-0.58319E-01
720,0.84769E-01,-0.58320E-01
730,0.84670E-01,-0.58313E-01
740,0.84577E-01,-0.58304E-01
750,0.84487E-01,-0.58300E-01
760,0.84400E-01,-0.58304E-01
770,0.84316E-01,-0.58311E-01
780,0.84231E-01,-0.58317E-01
790,0.84142E-01,-0.58321E-01
800,0.84051E-01,-0.58321E-01
810,0.83961E-01,-0.58320E-01
820,0.83872E-01,-0.58318E-01
830,0.83787E-01,-0.58317E-01
840,0.83702E-01,-0.58317E-01
850,0.83620E-01,-0.58317E-01
860,0.83538E-01,-0.58317E-01
870,0.83456E-01,-0.58318E-01
880,0.83376E-01,-0.58319E-01
890,0.83298E-01,-0.58320E-01
900,0.83222E-01,-0.58321E-01
910,0.83150E-01,-0.58321E-01
920,0.83074E-01,-0.58323E-01
930,0.82998E-01,-0.58321E-01
940,0.82923E-01,-0.58319E-01
950,0.82849E-01,-0.58317E-01
960,0.82775E-01,-0.58312E-01
970,0.82704E-01,-0.58308E-01
980,0.82635E-01,-0.58306E-01
990,0.82566E-01,-0.58303E-01
1000,0.82498E-01,-0.58301E-01
1010,0.82430E-01,-0.58300E-01
1020,0.82363E-01,-0.58297E-01
1030,0.82297E-01,-0.58294E-01
1040,0.82230E-01,-0.58291E-01
1050,0.82164E-01,-0.58288E-01
1060,0.82099E-01,-0.58284E-01
1070,0.82034E-01,-0.58280E-01
1080,0.81970E-01,-0.58276E-01
1090,0.81906E-01,-0.58272E-01
1100,0.81842E-01,-0.58269E-01
1110,0.81779E-01,-0.58266E-01
1120,0.81718E-01,-0.58263E-01
1130,0.81658E-01,-0.58260E-01
1140,0.81598E-01,-0.58256E-01
1150,0.81540E-01,-0.58253E-01
1160,0.81481E-01,-0.58249E-01
1170,0.81424E-01,-0.58246E-01
1180,0.81368E-01,-0.58243E-01
1190,0.81314E-01,-0.58240E-01
