v1,v2,v3
1,0.98781E+00,0.63877E-01
10,0.59708E+00,0.95883E-01
20,0.37383E+00,0.98593E-01
30,0.28910E+00,0.10380E+00
40,0.24710E+00,0.11066E+00
50,0.22109E+00,0.11574E+00
60,0.20199E+00,0.11792E+00
70,0.18778E+00,0.11568E+00
80,0.17678E+00,0.11291E+00
90,0.16662E+00,0.10792E+00
100,0.15649E+00,0.10123E+00
110,0.14743E+00,0.97559E-01
120,0.11405E+00,0.10387E+00
130,0.11810E+00,0.10488E+00
140,0.10621E+00,0.10734E+00
110,0.14743E+00,0.97559E-01
120,0.11405E+00,0.10387E+00
130,0.11810E+00,0.10488E+00
140,0.10621E+00,0.10734E+00
150,0.96261E-01,0.10893E+00
160,0.98091E-01,0.10800E+00
170,0.91511E-01,0.10839E+00
180,0.86052E-01,0.10937E+00
190,0.87153E-01,0.10907E+00
200,0.83493E-01,0.11015E+00
210,0.80496E-01,0.11094E+00
220,0.81290E-01,0.11093E+00
230,0.79379E-01,0.11191E+00
240,0.78005E-01,0.11307E+00
250,0.78583E-01,0.11314E+00
260,0.77932E-01,0.11424E+00
270,0.77662E-01,0.11518E+00
280,0.77999E-01,0.11527E+00
290,0.78100E-01,0.11606E+00
300,0.78412E-01,0.11674E+00
310,0.78536E-01,0.11682E+00
320,0.78924E-01,0.11744E+00
330,0.79396E-01,0.11807E+00
340,0.79420E-01,0.11814E+00
350,0.79820E-01,0.11876E+00
360,0.80189E-01,0.11939E+00
370,0.80189E-01,0.11947E+00
380,0.80477E-01,0.12007E+00
390,0.80720E-01,0.12069E+00
400,0.80739E-01,0.12076E+00
410,0.80913E-01,0.12139E+00
420,0.81033E-01,0.12201E+00
430,0.81072E-01,0.12208E+00
440,0.81144E-01,0.12266E+00
450,0.81144E-01,0.12318E+00
460,0.81199E-01,0.12323E+00
470,0.81174E-01,0.12366E+00
480,0.81098E-01,0.12402E+00
490,0.81164E-01,0.12406E+00
500,0.81070E-01,0.12431E+00
510,0.80944E-01,0.12448E+00
520,0.81014E-01,0.12451E+00
530,0.80889E-01,0.12459E+00
540,0.80714E-01,0.12463E+00
