v1,v2,v3
1,0.43963E+01,0.14941E+01
10,0.73136E+01,0.22858E+01
20,0.64928E+01,0.23744E+01
30,0.60754E+01,0.23820E+01
40,0.57024E+01,0.23561E+01
50,0.52751E+01,0.22789E+01
60,0.47662E+01,0.22354E+01
70,0.42247E+01,0.22389E+01
80,0.37294E+01,0.22921E+01
90,0.34818E+01,0.23539E+01
100,0.32934E+01,0.23670E+01
110,0.31347E+01,0.23560E+01
120,0.30276E+01,0.23191E+01
130,0.29774E+01,0.22448E+01
140,0.30217E+01,0.21962E+01
150,0.30380E+01,0.21436E+01
160,0.29822E+01,0.20883E+01
170,0.28899E+01,0.20176E+01
180,0.28236E+01,0.19136E+01
190,0.27715E+01,0.18000E+01
200,0.27278E+01,0.16667E+01
210,0.27163E+01,0.15193E+01
220,0.27036E+01,0.13837E+01
230,0.26996E+01,0.12470E+01
240,0.27233E+01,0.10988E+01
250,0.27312E+01,0.91767E+00
260,0.27083E+01,0.70535E+00
270,0.26672E+01,0.48134E+00
280,0.26092E+01,0.26692E+00
290,0.25439E+01,0.96545E-01
300,0.24776E+01,-0.19769E-01
310,0.24215E+01,-0.88711E-01
320,0.23820E+01,-0.11943E+00
330,0.23610E+01,-0.14828E+00
340,0.23482E+01,-0.20257E+00
350,0.23405E+01,-0.27831E+00
360,0.23319E+01,-0.35603E+00
370,0.23187E+01,-0.41806E+00
380,0.23018E+01,-0.45947E+00
390,0.22812E+01,-0.47833E+00
400,0.22628E+01,-0.48237E+00
410,0.22529E+01,-0.48361E+00
420,0.22528E+01,-0.48234E+00
430,0.22635E+01,-0.47422E+00
440,0.22859E+01,-0.45070E+00
450,0.23142E+01,-0.40791E+00
460,0.23376E+01,-0.34662E+00
470,0.23503E+01,-0.26985E+00
480,0.23517E+01,-0.18635E+00
490,0.23447E+01,-0.10230E+00
500,0.23329E+01,-0.19751E-01
510,0.23225E+01,0.66104E-01
520,0.23204E+01,0.15559E+00
530,0.23280E+01,0.23711E+00
540,0.23430E+01,0.30571E+00
550,0.23620E+01,0.36036E+00
560,0.23799E+01,0.40191E+00
570,0.23926E+01,0.43111E+00
580,0.23989E+01,0.44614E+00
590,0.23988E+01,0.44400E+00
600,0.23937E+01,0.43330E+00
610,0.23871E+01,0.42594E+00
620,0.23822E+01,0.42756E+00
630,0.23791E+01,0.43527E+00
640,0.23764E+01,0.44194E+00
650,0.23740E+01,0.44015E+00
660,0.23715E+01,0.42510E+00
670,0.23690E+01,0.40013E+00
680,0.23667E+01,0.37054E+00
690,0.23641E+01,0.33787E+00
700,0.23603E+01,0.30293E+00
710,0.23566E+01,0.26524E+00
720,0.23530E+01,0.22037E+00
730,0.23489E+01,0.17020E+00
740,0.23450E+01,0.12057E+00
750,0.23413E+01,0.75025E-01
760,0.23379E+01,0.35624E-01
770,0.23346E+01,0.25324E-02
780,0.23310E+01,-0.24806E-01
790,0.23287E+01,-0.44540E-01
800,0.23271E+01,-0.58609E-01
810,0.23254E+01,-0.73463E-01
820,0.23235E+01,-0.89539E-01
830,0.23208E+01,-0.10498E+00
840,0.23181E+01,-0.11631E+00
850,0.23170E+01,-0.11734E+00
860,0.23171E+01,-0.11022E+00
870,0.23178E+01,-0.10039E+00
880,0.23194E+01,-0.89915E-01
890,0.23216E+01,-0.77887E-01
900,0.23239E+01,-0.62304E-01
910,0.23261E+01,-0.41986E-01
920,0.23287E+01,-0.16725E-01
930,0.23317E+01,0.12950E-01
940,0.23340E+01,0.45510E-01
950,0.23324E+01,0.79609E-01
960,0.23267E+01,0.11432E+00
970,0.23180E+01,0.14833E+00
980,0.23080E+01,0.18070E+00
990,0.22976E+01,0.21106E+00
1000,0.22874E+01,0.23960E+00
1010,0.22777E+01,0.26676E+00
1020,0.22342E+01,0.44389E+00
1030,0.22320E+01,0.46365E+00
1040,0.21837E+01,0.49068E+00
1050,0.21186E+01,0.41232E+00
1060,0.21136E+01,0.40618E+00
