v1,v2,v3
1,0.16199E+01,0.27279E+01
10,0.17317E+01,0.32597E+01
20,0.13774E+01,0.26154E+01
30,0.96105E+00,0.22516E+01
40,0.67684E+00,0.22607E+01
50,0.47168E+00,0.19061E+01
60,0.32150E+00,0.14900E+01
70,0.21564E+00,0.12295E+01
80,0.15586E+00,0.10236E+01
90,0.12995E+00,0.89668E+00
100,0.11209E+00,0.70951E+00
110,0.95529E-01,0.46349E+00
120,0.71558E-01,0.41412E+00
130,0.86189E-01,0.48994E+00
140,0.77114E-01,0.70532E+00
150,0.76506E-01,0.83863E+00
160,0.83951E-01,0.87156E+00
170,0.74404E-01,0.91732E+00
180,0.65866E-01,0.93143E+00
190,0.67211E-01,0.93336E+00
200,0.64420E-01,0.94097E+00
210,0.62512E-01,0.93671E+00
220,0.64433E-01,0.93595E+00
230,0.61725E-01,0.91823E+00
240,0.58500E-01,0.90119E+00
250,0.59649E-01,0.89759E+00
260,0.57083E-01,0.88436E+00
270,0.54854E-01,0.87605E+00
280,0.56316E-01,0.87610E+00
290,0.54453E-01,0.87298E+00
300,0.52357E-01,0.87164E+00
310,0.53646E-01,0.87296E+00
320,0.51188E-01,0.87238E+00
330,0.48562E-01,0.87242E+00
340,0.49283E-01,0.87354E+00
350,0.46884E-01,0.87387E+00
360,0.44844E-01,0.87478E+00
370,0.45416E-01,0.87566E+00
380,0.43922E-01,0.87599E+00
390,0.42723E-01,0.87650E+00
400,0.43295E-01,0.87673E+00
410,0.42387E-01,0.87657E+00
420,0.41592E-01,0.87678E+00
430,0.42080E-01,0.87666E+00
440,0.41430E-01,0.87675E+00
450,0.40774E-01,0.87694E+00
460,0.41156E-01,0.87664E+00
470,0.40632E-01,0.87701E+00
480,0.40080E-01,0.87741E+00
490,0.40391E-01,0.87722E+00
500,0.39997E-01,0.87822E+00
510,0.40205E-01,0.87820E+00
520,0.40371E-01,0.87862E+00
530,0.39904E-01,0.87967E+00
540,0.39541E-01,0.88164E+00
550,0.39767E-01,0.88199E+00
560,0.39523E-01,0.88469E+00
570,0.39281E-01,0.88737E+00
580,0.39463E-01,0.88777E+00
590,0.39327E-01,0.89065E+00
600,0.39171E-01,0.89314E+00
610,0.39294E-01,0.89359E+00
620,0.39197E-01,0.89605E+00
630,0.39080E-01,0.89805E+00
640,0.39141E-01,0.89850E+00
650,0.39076E-01,0.90027E+00
660,0.38982E-01,0.90155E+00
670,0.38998E-01,0.90192E+00
680,0.38941E-01,0.90285E+00
690,0.38849E-01,0.90345E+00
700,0.38840E-01,0.90373E+00
710,0.38781E-01,0.90399E+00
720,0.38696E-01,0.90417E+00
730,0.38683E-01,0.90434E+00
740,0.38633E-01,0.90424E+00
750,0.38565E-01,0.90417E+00
760,0.38565E-01,0.90425E+00
770,0.38534E-01,0.90404E+00
780,0.38479E-01,0.90389E+00
790,0.38494E-01,0.90390E+00
800,0.38474E-01,0.90371E+00
810,0.38429E-01,0.90357E+00
820,0.38458E-01,0.90362E+00
830,0.38435E-01,0.90352E+00
840,0.38383E-01,0.90343E+00
850,0.38419E-01,0.90346E+00
860,0.38378E-01,0.90339E+00
870,0.38307E-01,0.90327E+00
880,0.38348E-01,0.90332E+00
890,0.38282E-01,0.90320E+00
900,0.38191E-01,0.90301E+00
910,0.38238E-01,0.90304E+00
920,0.38247E-01,0.90303E+00
930,0.38126E-01,0.90276E+00
940,0.38161E-01,0.90273E+00
950,0.38074E-01,0.90250E+00
960,0.37957E-01,0.90219E+00
970,0.37998E-01,0.90224E+00
980,0.37901E-01,0.90196E+00
990,0.37763E-01,0.90161E+00
1000,0.37803E-01,0.90164E+00
1010,0.37691E-01,0.90129E+00
1020,0.37545E-01,0.90092E+00
1030,0.37586E-01,0.90094E+00
1040,0.37474E-01,0.90059E+00
1050,0.37331E-01,0.90026E+00
1060,0.37374E-01,0.90026E+00
1070,0.37266E-01,0.89991E+00
1080,0.37130E-01,0.89959E+00
1090,0.37174E-01,0.89959E+00
1100,0.37075E-01,0.89924E+00
1110,0.36948E-01,0.89896E+00
1120,0.36992E-01,0.89896E+00
1130,0.36902E-01,0.89863E+00
1140,0.36785E-01,0.89838E+00
1150,0.36829E-01,0.89836E+00
1160,0.36747E-01,0.89807E+00
1170,0.36638E-01,0.89784E+00
1180,0.36682E-01,0.89784E+00
1190,0.36605E-01,0.89756E+00
1200,0.36501E-01,0.89733E+00
1210,0.36542E-01,0.89733E+00
1220,0.36468E-01,0.89705E+00
1230,0.36366E-01,0.89684E+00
1240,0.36405E-01,0.89684E+00
1250,0.36331E-01,0.89657E+00
1260,0.36229E-01,0.89638E+00
1270,0.36268E-01,0.89638E+00
1280,0.36193E-01,0.89614E+00
1290,0.36090E-01,0.89594E+00
1300,0.36128E-01,0.89594E+00
1310,0.36052E-01,0.89572E+00
1320,0.36082E-01,0.89572E+00
1330,0.36097E-01,0.89568E+00
1340,0.35974E-01,0.89552E+00
1350,0.35873E-01,0.89530E+00
1360,0.35915E-01,0.89530E+00
1370,0.35824E-01,0.89514E+00
1380,0.35739E-01,0.89500E+00
1390,0.35781E-01,0.89500E+00
1400,0.35690E-01,0.89486E+00
1410,0.35608E-01,0.89472E+00
1420,0.35648E-01,0.89470E+00
1430,0.35559E-01,0.89458E+00
1440,0.35481E-01,0.89445E+00
1450,0.35520E-01,0.89444E+00
1460,0.35435E-01,0.89433E+00
1470,0.35362E-01,0.89419E+00
1480,0.35399E-01,0.89417E+00
1490,0.35318E-01,0.89407E+00
1500,0.35250E-01,0.89395E+00
1510,0.35286E-01,0.89391E+00
1520,0.35210E-01,0.89380E+00
1530,0.35146E-01,0.89368E+00
1540,0.35180E-01,0.89366E+00
1550,0.35108E-01,0.89356E+00
1560,0.35046E-01,0.89342E+00
1570,0.35079E-01,0.89340E+00
1580,0.35009E-01,0.89330E+00
1590,0.34950E-01,0.89316E+00
1600,0.34982E-01,0.89314E+00
1610,0.34915E-01,0.89303E+00
1620,0.34857E-01,0.89289E+00
1630,0.34887E-01,0.89288E+00
1640,0.34822E-01,0.89277E+00
1650,0.34764E-01,0.89263E+00
1660,0.34793E-01,0.89261E+00
1670,0.34729E-01,0.89249E+00
1680,0.34671E-01,0.89233E+00
1690,0.34698E-01,0.89231E+00
1700,0.34635E-01,0.89219E+00
1710,0.34578E-01,0.89203E+00
1720,0.34604E-01,0.89202E+00
1730,0.34617E-01,0.89196E+00
1740,0.34535E-01,0.89186E+00
1750,0.34551E-01,0.89182E+00
1760,0.34496E-01,0.89168E+00
1770,0.34437E-01,0.89151E+00
1780,0.34458E-01,0.89149E+00
1790,0.34408E-01,0.89135E+00
1800,0.34351E-01,0.89119E+00
1810,0.34372E-01,0.89118E+00
1820,0.34324E-01,0.89103E+00
1830,0.34269E-01,0.89088E+00
1840,0.34289E-01,0.89086E+00
1850,0.34243E-01,0.89072E+00
1860,0.34190E-01,0.89054E+00
1870,0.34211E-01,0.89054E+00
1880,0.34166E-01,0.89039E+00
1890,0.34117E-01,0.89023E+00
1900,0.34136E-01,0.89021E+00
1910,0.34093E-01,0.89007E+00
1920,0.34046E-01,0.88991E+00
1930,0.34064E-01,0.88991E+00
1940,0.34025E-01,0.88976E+00
1950,0.33980E-01,0.88961E+00
1960,0.33997E-01,0.88960E+00
1970,0.33960E-01,0.88947E+00
1980,0.33917E-01,0.88933E+00
1990,0.33932E-01,0.88932E+00
2000,0.33899E-01,0.88918E+00
2010,0.33855E-01,0.88905E+00
2020,0.33869E-01,0.88904E+00
2030,0.33840E-01,0.88890E+00
2040,0.33798E-01,0.88877E+00
2050,0.33809E-01,0.88876E+00
2060,0.33785E-01,0.88862E+00
2070,0.33742E-01,0.88849E+00
2080,0.33751E-01,0.88848E+00
2090,0.33731E-01,0.88835E+00
2100,0.33688E-01,0.88823E+00
2110,0.33696E-01,0.88821E+00
2120,0.33677E-01,0.88809E+00
2130,0.33689E-01,0.88804E+00
2140,0.33693E-01,0.88805E+00
2150,0.33643E-01,0.88795E+00
2160,0.33610E-01,0.88781E+00
2170,0.33627E-01,0.88777E+00
2180,0.33589E-01,0.88767E+00
2190,0.33564E-01,0.88755E+00
2200,0.33581E-01,0.88753E+00
2210,0.33542E-01,0.88744E+00
2220,0.33519E-01,0.88732E+00
2230,0.33536E-01,0.88728E+00
2240,0.33496E-01,0.88720E+00
2250,0.33476E-01,0.88707E+00
2260,0.33495E-01,0.88706E+00
2270,0.33455E-01,0.88697E+00
2280,0.33436E-01,0.88684E+00
2290,0.33456E-01,0.88683E+00
2300,0.33414E-01,0.88674E+00
2310,0.33397E-01,0.88662E+00
2320,0.33417E-01,0.88660E+00
2330,0.33375E-01,0.88651E+00
2340,0.33361E-01,0.88639E+00
2350,0.33380E-01,0.88635E+00
2360,0.33338E-01,0.88628E+00
2370,0.33326E-01,0.88616E+00
2380,0.33344E-01,0.88614E+00
2390,0.33301E-01,0.88606E+00
2400,0.33291E-01,0.88595E+00
2410,0.33309E-01,0.88592E+00
2420,0.33265E-01,0.88585E+00
2430,0.33257E-01,0.88574E+00
2440,0.33275E-01,0.88571E+00
2450,0.33232E-01,0.88564E+00
2460,0.33225E-01,0.88553E+00
2470,0.33242E-01,0.88549E+00
2480,0.33200E-01,0.88544E+00
