v1,v2,v3
1,0.44114E+00,0.15068E+00
10,0.51942E+00,0.19990E+00
20,0.49275E+00,0.21011E+00
30,0.46205E+00,0.21399E+00
40,0.41992E+00,0.21533E+00
50,0.36370E+00,0.21449E+00
60,0.30054E+00,0.21157E+00
70,0.24179E+00,0.20838E+00
80,0.19823E+00,0.19804E+00
90,0.17694E+00,0.18605E+00
100,0.17032E+00,0.17468E+00
110,0.17055E+00,0.16735E+00
120,0.15098E+00,0.15745E+00
130,0.15109E+00,0.15282E+00
140,0.13302E+00,0.13981E+00
150,0.11833E+00,0.12951E+00
160,0.11845E+00,0.12850E+00
170,0.10886E+00,0.12095E+00
180,0.10252E+00,0.11606E+00
190,0.10311E+00,0.11592E+00
200,0.98687E-01,0.11356E+00
210,0.95216E-01,0.11276E+00
220,0.95614E-01,0.11278E+00
230,0.92766E-01,0.11310E+00
240,0.90296E-01,0.11411E+00
250,0.90492E-01,0.11417E+00
260,0.88246E-01,0.11574E+00
270,0.85992E-01,0.11747E+00
280,0.86034E-01,0.11760E+00
290,0.83979E-01,0.11933E+00
300,0.81689E-01,0.12075E+00
310,0.81415E-01,0.12083E+00
320,0.78997E-01,0.12192E+00
330,0.76325E-01,0.12261E+00
340,0.75990E-01,0.12258E+00
350,0.73906E-01,0.12292E+00
360,0.72061E-01,0.12299E+00
370,0.71980E-01,0.12299E+00
380,0.70028E-01,0.12266E+00
390,0.67874E-01,0.12198E+00
400,0.67644E-01,0.12192E+00
410,0.65295E-01,0.12121E+00
420,0.63117E-01,0.12075E+00
430,0.62852E-01,0.12083E+00
440,0.61479E-01,0.12077E+00
450,0.60888E-01,0.12111E+00
460,0.60907E-01,0.12120E+00
470,0.60409E-01,0.12169E+00
480,0.59502E-01,0.12197E+00
490,0.59481E-01,0.12199E+00
500,0.58359E-01,0.12196E+00
510,0.57313E-01,0.12184E+00
520,0.57286E-01,0.12183E+00
530,0.56484E-01,0.12175E+00
540,0.55829E-01,0.12177E+00
550,0.55869E-01,0.12175E+00
560,0.55362E-01,0.12190E+00
570,0.54998E-01,0.12220E+00
580,0.55091E-01,0.12225E+00
590,0.55008E-01,0.12286E+00
600,0.55261E-01,0.12376E+00
610,0.55459E-01,0.12391E+00
620,0.55680E-01,0.12407E+00
630,0.56398E-01,0.12525E+00
640,0.56657E-01,0.12544E+00
650,0.57623E-01,0.12646E+00
660,0.58777E-01,0.12728E+00
670,0.59078E-01,0.12739E+00
680,0.60246E-01,0.12786E+00
690,0.61346E-01,0.12800E+00
700,0.61631E-01,0.12803E+00
710,0.62542E-01,0.12780E+00
720,0.63263E-01,0.12730E+00
730,0.63475E-01,0.12724E+00
740,0.63949E-01,0.12652E+00
750,0.64208E-01,0.12565E+00
760,0.64338E-01,0.12555E+00
770,0.64350E-01,0.12457E+00
780,0.64192E-01,0.12360E+00
790,0.64247E-01,0.12346E+00
800,0.63939E-01,0.12255E+00
810,0.63531E-01,0.12169E+00
820,0.63540E-01,0.12158E+00
830,0.63073E-01,0.12084E+00
840,0.62577E-01,0.12019E+00
850,0.62568E-01,0.12012E+00
860,0.62084E-01,0.11958E+00
870,0.61624E-01,0.11913E+00
880,0.61612E-01,0.11908E+00
890,0.61205E-01,0.11872E+00
900,0.60846E-01,0.11843E+00
910,0.60842E-01,0.11842E+00
920,0.60544E-01,0.11820E+00
930,0.60290E-01,0.11806E+00
940,0.60300E-01,0.11807E+00
950,0.60093E-01,0.11798E+00
960,0.59911E-01,0.11796E+00
970,0.59926E-01,0.11798E+00
980,0.59761E-01,0.11801E+00
990,0.59604E-01,0.11809E+00
1000,0.59614E-01,0.11813E+00
1010,0.59461E-01,0.11826E+00
1020,0.74120E-01,0.11782E+00
1030,0.73747E-01,0.11810E+00
1040,0.98949E-01,0.11829E+00
1050,0.12670E+00,0.11690E+00
1060,0.13429E+00,0.11648E+00
1070,0.14723E+00,0.11637E+00
1080,0.14551E+00,0.11662E+00
1090,0.14423E+00,0.11669E+00
1100,0.14033E+00,0.11706E+00
1110,0.13736E+00,0.11749E+00
1120,0.13710E+00,0.11752E+00
1130,0.13697E+00,0.11760E+00
1140,0.13558E+00,0.11807E+00
1150,0.13533E+00,0.11810E+00
1160,0.13514E+00,0.11849E+00
1170,0.13576E+00,0.11888E+00
1180,0.13588E+00,0.11893E+00
1190,0.13668E+00,0.11930E+00
1200,0.13742E+00,0.11965E+00
1210,0.13752E+00,0.11969E+00
1220,0.13808E+00,0.12002E+00
1230,0.13854E+00,0.12032E+00
1240,0.13860E+00,0.12035E+00
1250,0.13897E+00,0.12062E+00
1260,0.13932E+00,0.12085E+00
1270,0.13937E+00,0.12087E+00
1280,0.13977E+00,0.12104E+00
1290,0.14020E+00,0.12116E+00
1300,0.14027E+00,0.12116E+00
1310,0.14076E+00,0.12120E+00
1320,0.14131E+00,0.12115E+00
1330,0.14141E+00,0.12114E+00
1340,0.14199E+00,0.12103E+00
1350,0.14263E+00,0.12087E+00
1360,0.14273E+00,0.12085E+00
1370,0.14341E+00,0.12066E+00
1380,0.14411E+00,0.12045E+00
