v1,v2,v3
1,0.19243E+01,0.76480E+00
10,0.22351E+01,0.10623E+01
20,0.19196E+01,0.10497E+01
30,0.14039E+01,0.86618E+00
40,0.10761E+01,0.73164E+00
50,0.90587E+00,0.65210E+00
60,0.78963E+00,0.62336E+00
70,0.69693E+00,0.59256E+00
80,0.59787E+00,0.54370E+00
90,0.53186E+00,0.51313E+00
100,0.51977E+00,0.52990E+00
110,0.52073E+00,0.56280E+00
120,0.45357E+00,0.70031E+00
130,0.44672E+00,0.70998E+00
140,0.41308E+00,0.79000E+00
150,0.39704E+00,0.83874E+00
160,0.40341E+00,0.84830E+00
170,0.38414E+00,0.85591E+00
180,0.35869E+00,0.83856E+00
190,0.35590E+00,0.83302E+00
200,0.32852E+00,0.79785E+00
210,0.30401E+00,0.75955E+00
220,0.30329E+00,0.75412E+00
230,0.28593E+00,0.72131E+00
240,0.27607E+00,0.69830E+00
250,0.27647E+00,0.69535E+00
260,0.27299E+00,0.68178E+00
270,0.27319E+00,0.67487E+00
280,0.27435E+00,0.67411E+00
290,0.27628E+00,0.67063E+00
300,0.27851E+00,0.66850E+00
310,0.27961E+00,0.66838E+00
320,0.28113E+00,0.66543E+00
330,0.28199E+00,0.66166E+00
340,0.28266E+00,0.66136E+00
350,0.28251E+00,0.65581E+00
360,0.28202E+00,0.64962E+00
370,0.28233E+00,0.64909E+00
380,0.28168E+00,0.64230E+00
390,0.28106E+00,0.63569E+00
400,0.28124E+00,0.63504E+00
410,0.28085E+00,0.62879E+00
420,0.28059E+00,0.62312E+00
430,0.28075E+00,0.62259E+00
440,0.28072E+00,0.61764E+00
450,0.28081E+00,0.61351E+00
460,0.28099E+00,0.61309E+00
470,0.28117E+00,0.60949E+00
480,0.28137E+00,0.60625E+00
490,0.28157E+00,0.60595E+00
500,0.28175E+00,0.60300E+00
510,0.28186E+00,0.60017E+00
520,0.28208E+00,0.59993E+00
530,0.28217E+00,0.59716E+00
540,0.28222E+00,0.59451E+00
550,0.28244E+00,0.59421E+00
560,0.28249E+00,0.59161E+00
570,0.28253E+00,0.58903E+00
580,0.28275E+00,0.58879E+00
590,0.28284E+00,0.58631E+00
600,0.28293E+00,0.58395E+00
610,0.28314E+00,0.58374E+00
620,0.28331E+00,0.58348E+00
630,0.28329E+00,0.58124E+00
640,0.28351E+00,0.58104E+00
650,0.28360E+00,0.57896E+00
660,0.28367E+00,0.57696E+00
670,0.28385E+00,0.57678E+00
680,0.28394E+00,0.57492E+00
690,0.28407E+00,0.57320E+00
700,0.28421E+00,0.57304E+00
710,0.28436E+00,0.57146E+00
720,0.28452E+00,0.57000E+00
730,0.28465E+00,0.56986E+00
740,0.28481E+00,0.56850E+00
750,0.28494E+00,0.56721E+00
760,0.28506E+00,0.56709E+00
770,0.28519E+00,0.56586E+00
780,0.28533E+00,0.56469E+00
790,0.28544E+00,0.56458E+00
800,0.28559E+00,0.56346E+00
810,0.28577E+00,0.56242E+00
820,0.28586E+00,0.56231E+00
830,0.28606E+00,0.56134E+00
840,0.28629E+00,0.56045E+00
850,0.28638E+00,0.56036E+00
860,0.28662E+00,0.55952E+00
870,0.28682E+00,0.55870E+00
880,0.28691E+00,0.55863E+00
890,0.28711E+00,0.55783E+00
900,0.28729E+00,0.55704E+00
910,0.28738E+00,0.55697E+00
920,0.28754E+00,0.55622E+00
930,0.28774E+00,0.55554E+00
940,0.28781E+00,0.55548E+00
950,0.28803E+00,0.55485E+00
960,0.28827E+00,0.55426E+00
970,0.28834E+00,0.55421E+00
980,0.28859E+00,0.55365E+00
990,0.28886E+00,0.55310E+00
1000,0.28895E+00,0.55305E+00
1010,0.28923E+00,0.55250E+00
1020,0.28951E+00,0.55197E+00
1030,0.28961E+00,0.55192E+00
1040,0.28989E+00,0.55142E+00
1050,0.29018E+00,0.55095E+00
1060,0.29026E+00,0.55091E+00
1070,0.29051E+00,0.55048E+00
1080,0.29078E+00,0.55008E+00
1090,0.29085E+00,0.55005E+00
1100,0.29111E+00,0.54969E+00
1110,0.29138E+00,0.54934E+00
1120,0.29145E+00,0.54932E+00
1130,0.29152E+00,0.54930E+00
1140,0.29178E+00,0.54896E+00
1150,0.29183E+00,0.54893E+00
1160,0.29208E+00,0.54860E+00
1170,0.29230E+00,0.54825E+00
1180,0.29236E+00,0.54822E+00
1190,0.29252E+00,0.54788E+00
1200,0.29270E+00,0.54756E+00
1210,0.29274E+00,0.54753E+00
1220,0.29290E+00,0.54726E+00
1230,0.29304E+00,0.54702E+00
1240,0.29310E+00,0.54700E+00
1250,0.29324E+00,0.54679E+00
1260,0.29341E+00,0.54659E+00
1270,0.29344E+00,0.54659E+00
1280,0.29359E+00,0.54639E+00
1290,0.29371E+00,0.54618E+00
1300,0.29377E+00,0.54617E+00
1310,0.29388E+00,0.54595E+00
1320,0.29399E+00,0.54571E+00
1330,0.29402E+00,0.54570E+00
1340,0.29413E+00,0.54545E+00
1350,0.29422E+00,0.54518E+00
1360,0.29426E+00,0.54517E+00
1370,0.29435E+00,0.54490E+00
1380,0.29442E+00,0.54463E+00
1390,0.29446E+00,0.54461E+00
1400,0.29451E+00,0.54434E+00
1410,0.29455E+00,0.54407E+00
1420,0.29458E+00,0.54405E+00
1430,0.29462E+00,0.54380E+00
1440,0.29464E+00,0.54356E+00
1450,0.29467E+00,0.54355E+00
1460,0.29469E+00,0.54331E+00
1470,0.29471E+00,0.54309E+00
1480,0.29475E+00,0.54308E+00
1490,0.29476E+00,0.54286E+00
1500,0.29480E+00,0.54265E+00
1510,0.29482E+00,0.54264E+00
1520,0.29485E+00,0.54243E+00
1530,0.29487E+00,0.54222E+00
1540,0.29491E+00,0.54221E+00
1550,0.29493E+00,0.54199E+00
1560,0.29493E+00,0.54178E+00
1570,0.29496E+00,0.54178E+00
1580,0.29496E+00,0.54156E+00
1590,0.29496E+00,0.54134E+00
1600,0.29498E+00,0.54133E+00
1610,0.29498E+00,0.54113E+00
1620,0.29498E+00,0.54093E+00
1630,0.29500E+00,0.54091E+00
1640,0.29502E+00,0.54090E+00
1650,0.29502E+00,0.54069E+00
1660,0.29504E+00,0.54068E+00
1670,0.29504E+00,0.54050E+00
1680,0.29505E+00,0.54031E+00
1690,0.29507E+00,0.54029E+00
1700,0.29509E+00,0.54011E+00
1710,0.29511E+00,0.53992E+00
1720,0.29513E+00,0.53991E+00
