v1,v2,v3
1,0.37656E+00,0.48545E+00
10,0.51811E+00,0.66987E+00
20,0.52764E+00,0.70197E+00
30,0.52083E+00,0.70982E+00
40,0.49959E+00,0.70773E+00
50,0.46343E+00,0.69704E+00
60,0.41815E+00,0.67971E+00
70,0.37413E+00,0.65727E+00
80,0.33625E+00,0.62474E+00
90,0.31200E+00,0.59303E+00
100,0.29795E+00,0.56370E+00
110,0.29173E+00,0.54293E+00
120,0.26852E+00,0.50221E+00
130,0.26481E+00,0.49233E+00
140,0.23709E+00,0.45468E+00
150,0.21422E+00,0.42681E+00
160,0.21255E+00,0.42505E+00
170,0.19708E+00,0.40598E+00
180,0.18698E+00,0.39543E+00
190,0.18636E+00,0.39444E+00
200,0.18037E+00,0.38968E+00
210,0.17734E+00,0.39054E+00
220,0.17710E+00,0.38962E+00
230,0.17603E+00,0.39247E+00
240,0.17588E+00,0.39669E+00
250,0.17588E+00,0.39634E+00
260,0.17613E+00,0.40073E+00
270,0.17667E+00,0.40543E+00
280,0.17665E+00,0.40542E+00
290,0.17733E+00,0.40992E+00
300,0.17797E+00,0.41443E+00
310,0.17771E+00,0.41427E+00
320,0.17831E+00,0.41845E+00
330,0.17910E+00,0.42220E+00
340,0.17899E+00,0.42197E+00
350,0.18007E+00,0.42515E+00
360,0.18085E+00,0.42714E+00
370,0.18078E+00,0.42720E+00
380,0.18098E+00,0.42824E+00
390,0.18101E+00,0.42915E+00
400,0.18080E+00,0.42909E+00
410,0.18132E+00,0.43022E+00
420,0.18252E+00,0.43178E+00
430,0.18266E+00,0.43184E+00
440,0.18378E+00,0.43336E+00
450,0.18382E+00,0.43385E+00
460,0.18381E+00,0.43372E+00
470,0.18297E+00,0.43302E+00
480,0.18188E+00,0.43175E+00
490,0.18175E+00,0.43147E+00
500,0.18090E+00,0.43014E+00
510,0.18047E+00,0.42924E+00
520,0.18037E+00,0.42894E+00
530,0.18058E+00,0.42866E+00
540,0.18116E+00,0.42869E+00
550,0.18121E+00,0.42853E+00
560,0.18198E+00,0.42853E+00
570,0.18262E+00,0.42802E+00
580,0.18271E+00,0.42785E+00
590,0.18299E+00,0.42640E+00
600,0.18300E+00,0.42431E+00
610,0.18308E+00,0.42408E+00
620,0.18318E+00,0.42387E+00
630,0.18305E+00,0.42115E+00
640,0.18312E+00,0.42088E+00
650,0.18264E+00,0.41745E+00
660,0.18182E+00,0.41327E+00
670,0.18180E+00,0.41284E+00
680,0.18065E+00,0.40808E+00
690,0.17938E+00,0.40316E+00
700,0.17930E+00,0.40262E+00
710,0.17797E+00,0.39778E+00
