v1,v2,v3
1,0.14069E+01,0.17628E+01
10,0.16805E+01,0.25101E+01
20,0.14660E+01,0.24807E+01
30,0.10834E+01,0.20519E+01
40,0.84249E+00,0.17519E+01
50,0.71556E+00,0.15754E+01
60,0.63174E+00,0.15027E+01
70,0.55375E+00,0.14140E+01
80,0.47235E+00,0.12951E+01
90,0.42480E+00,0.12232E+01
100,0.41983E+00,0.12470E+01
110,0.42607E+00,0.13174E+01
120,0.39235E+00,0.16259E+01
130,0.39011E+00,0.16538E+01
140,0.37087E+00,0.18081E+01
150,0.35984E+00,0.18832E+01
160,0.35961E+00,0.18854E+01
170,0.33743E+00,0.18498E+01
180,0.31139E+00,0.17732E+01
190,0.30585E+00,0.17473E+01
200,0.28098E+00,0.16485E+01
210,0.26416E+00,0.15681E+01
220,0.26267E+00,0.15516E+01
230,0.25239E+00,0.14909E+01
240,0.24825E+00,0.14528E+01
250,0.24858E+00,0.14463E+01
260,0.24860E+00,0.14248E+01
270,0.25034E+00,0.14121E+01
280,0.25125E+00,0.14099E+01
290,0.25301E+00,0.13983E+01
300,0.25430E+00,0.13862E+01
310,0.25499E+00,0.13846E+01
320,0.25559E+00,0.13704E+01
330,0.25589E+00,0.13555E+01
340,0.25629E+00,0.13540E+01
350,0.25628E+00,0.13383E+01
360,0.25632E+00,0.13234E+01
370,0.25656E+00,0.13218E+01
380,0.25667E+00,0.13074E+01
390,0.25697E+00,0.12943E+01
400,0.25719E+00,0.12931E+01
410,0.25755E+00,0.12808E+01
420,0.25796E+00,0.12695E+01
430,0.25818E+00,0.12685E+01
440,0.25857E+00,0.12579E+01
450,0.25889E+00,0.12480E+01
460,0.25909E+00,0.12470E+01
470,0.25938E+00,0.12378E+01
480,0.25956E+00,0.12291E+01
490,0.25973E+00,0.12283E+01
500,0.25980E+00,0.12202E+01
510,0.25979E+00,0.12128E+01
520,0.25994E+00,0.12121E+01
530,0.25992E+00,0.12054E+01
540,0.25990E+00,0.11992E+01
550,0.26006E+00,0.11986E+01
560,0.26002E+00,0.11930E+01
570,0.25998E+00,0.11876E+01
580,0.26013E+00,0.11871E+01
590,0.26007E+00,0.11819E+01
600,0.26001E+00,0.11769E+01
610,0.26016E+00,0.11764E+01
620,0.26027E+00,0.11760E+01
630,0.25991E+00,0.11707E+01
640,0.26005E+00,0.11703E+01
650,0.25986E+00,0.11657E+01
660,0.25971E+00,0.11614E+01
670,0.25983E+00,0.11611E+01
680,0.25969E+00,0.11573E+01
690,0.25959E+00,0.11538E+01
700,0.25970E+00,0.11535E+01
710,0.25964E+00,0.11504E+01
720,0.25962E+00,0.11476E+01
730,0.25971E+00,0.11474E+01
740,0.25971E+00,0.11448E+01
750,0.25970E+00,0.11423E+01
760,0.25980E+00,0.11422E+01
770,0.25976E+00,0.11397E+01
780,0.25973E+00,0.11374E+01
790,0.25981E+00,0.11372E+01
800,0.25975E+00,0.11350E+01
810,0.25967E+00,0.11328E+01
820,0.25974E+00,0.11327E+01
830,0.25968E+00,0.11307E+01
840,0.25965E+00,0.11290E+01
850,0.25973E+00,0.11288E+01
860,0.25971E+00,0.11273E+01
870,0.25973E+00,0.11259E+01
880,0.25980E+00,0.11258E+01
890,0.25981E+00,0.11245E+01
900,0.25981E+00,0.11234E+01
910,0.25987E+00,0.11234E+01
920,0.25987E+00,0.11224E+01
930,0.25987E+00,0.11216E+01
940,0.25994E+00,0.11216E+01
950,0.25994E+00,0.11209E+01
960,0.25997E+00,0.11204E+01
970,0.26001E+00,0.11204E+01
980,0.26006E+00,0.11200E+01
990,0.26013E+00,0.11198E+01
1000,0.26018E+00,0.11198E+01
1010,0.26027E+00,0.11197E+01
1020,0.26037E+00,0.11196E+01
1030,0.26041E+00,0.11196E+01
1040,0.26050E+00,0.11196E+01
1050,0.26061E+00,0.11196E+01
1060,0.26065E+00,0.11196E+01
1070,0.26075E+00,0.11197E+01
1080,0.26083E+00,0.11197E+01
1090,0.26087E+00,0.11198E+01
1100,0.26094E+00,0.11199E+01
1110,0.26103E+00,0.11200E+01
1120,0.26105E+00,0.11200E+01
1130,0.26110E+00,0.11201E+01
1140,0.26163E+00,0.11218E+01
1150,0.26168E+00,0.11219E+01
1160,0.26205E+00,0.11234E+01
1170,0.26226E+00,0.11244E+01
1180,0.26229E+00,0.11246E+01
1190,0.26250E+00,0.11256E+01
1200,0.26266E+00,0.11265E+01
1210,0.26270E+00,0.11266E+01
1220,0.26282E+00,0.11274E+01
1230,0.26293E+00,0.11280E+01
1240,0.26294E+00,0.11280E+01
1250,0.26303E+00,0.11285E+01
1260,0.26310E+00,0.11289E+01
1270,0.26311E+00,0.11290E+01
1280,0.26315E+00,0.11292E+01
1290,0.26316E+00,0.11294E+01
1300,0.26318E+00,0.11295E+01
1310,0.26320E+00,0.11296E+01
1320,0.26324E+00,0.11298E+01
1330,0.26325E+00,0.11299E+01
1340,0.26327E+00,0.11301E+01
1350,0.26330E+00,0.11304E+01
1360,0.26331E+00,0.11304E+01
1370,0.26334E+00,0.11307E+01
1380,0.26335E+00,0.11309E+01
1390,0.26336E+00,0.11310E+01
1400,0.26338E+00,0.11312E+01
1410,0.26340E+00,0.11314E+01
1420,0.26340E+00,0.11315E+01
1430,0.26341E+00,0.11317E+01
1440,0.26341E+00,0.11318E+01
1450,0.26342E+00,0.11319E+01
1460,0.26342E+00,0.11320E+01
1470,0.26342E+00,0.11321E+01
1480,0.26343E+00,0.11321E+01
1490,0.26343E+00,0.11322E+01
1500,0.26343E+00,0.11323E+01
1510,0.26345E+00,0.11323E+01
1520,0.26343E+00,0.11323E+01
1530,0.26343E+00,0.11323E+01
1540,0.26345E+00,0.11323E+01
1550,0.26345E+00,0.11323E+01
1560,0.26343E+00,0.11323E+01
1570,0.26345E+00,0.11323E+01
1580,0.26343E+00,0.11322E+01
1590,0.26342E+00,0.11321E+01
1600,0.26342E+00,0.11321E+01
1610,0.26341E+00,0.11320E+01
1620,0.26340E+00,0.11319E+01
1630,0.26341E+00,0.11319E+01
1640,0.26341E+00,0.11319E+01
1650,0.26332E+00,0.11315E+01
1660,0.26334E+00,0.11315E+01
1670,0.26324E+00,0.11310E+01
1680,0.26316E+00,0.11306E+01
1690,0.26316E+00,0.11306E+01
1700,0.26308E+00,0.11301E+01
